INDX_NR,INCIDENT_DATE ,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,RUNWAY,LOCATION,ENROUTE STATE,OPID,OPERATOR,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,OTHER_COST,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED,INDICATED_DAMAGE,DAMAGE_LEVEL,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SPECIES_ID,SPECIES,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,BIRDS_SEEN,BIRDS_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENT,SOURCE,PERSON,SINGLE_OR_MULTI_ENGINE,HOUR,MONTH_NAME,SPECIES_GENERALIZE,SPECIES_TYPE
1061464,2020-10-01,10,2020,     ,Day,KGSO,PIEDMONT TRIAD INTL, 23L,,,UPS,UPS AIRLINES, N153UP, ,A-300,04A,1.0,34.0,46.0,A  ,4.0,D,2.0,Climb,4000.0,250.0,,No Cloud, None,,,,,,False,False,N,, None,,Q2101,Yellow-billed cuckoo,"Remains received by Smithsonian with paper 5200-7 form, no corresponding online report found. Online report created by Smithsonian from 5200-7.",True,True,No, 1, 1,Small,,,,FAA Form 5200-7-E,Other,Multi-engine,,October,Yellow-billed cuckoo,Land animal
1050609,2020-10-01,10,2020,     ,Day,KRDU,RALEIGH-DURHAM INTL, 23R,,,DAL,DELTA AIR LINES, , 1615,B-737-900,148,48.0,10.0,1.0,A  ,4.0,D,2.0,Take-off Run,0.0,140.0,0.0,No Cloud, None,,,,,,True,False,N,, None,,UNKBS,Unknown bird - small,Bird was ingested in the left engine. Blood and feathers were found on the engine cowl and blades.,False,False,No, 1, 1,Small,,,,FAA Form 5200-7-E,Pilot,Multi-engine,,October,Unknown flying animal,Flying animal
1040035,2020-09-29,9,2020,21:36,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,AAL,AMERICAN AIRLINES, N740UW, 2226,A-319,04A,6.0,,,A  ,4.0,D,2.0,Climb,8000.0,250.0,25.0,Some Cloud, Rain,,,,,,False,False,N,,,,UNKBM,Unknown bird - medium,"No damage found on post flight of aircraft, but was entered in aircraft logbook for further inspection by maintenance. Appeared to be approximately a duck or goose size of bird",False,False,Unknown, 1, 1,Medium,,,,FAA Form 5200-7-E,Other,Multi-engine,21.0,September,Unknown flying animal,Flying animal
1039683,2020-09-28,9,2020,     ,Night,KRDU,RALEIGH-DURHAM INTL, 23L,,,SWA,SOUTHWEST AIRLINES, N8580Z, 821,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,300.0,135.0,1.0,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,No damage. Left flap,False,False,Unknown, 2-10, 1,Small,,,,FAA Form 5200-7-E,Pilot,Multi-engine,,September,Unknown flying animal,Flying animal
1061011,2020-09-28,9,2020,11:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,K5105,Merlin,"One bird carcass was found and retrieved by CLT Airside Operations personnel on runway 18R near the taxiway W4 intersection during daily airfield inspection.  No aircraft reported striking wildlife to CLT Airside Ops, therefore it is unknown what aircraft struck the bird.  A feather sample was collected from the remains found and was sent to the Smithsonian for analysis. ",True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,11.0,September,Merlin,Flying animal
1039395,2020-09-27,9,2020,07:40,Dawn,KJQF,CONCORD REGIONAL ARPT, 2,,,AAY,ALLEGIANT AIR, N309NV, 2359,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Climb,3000.0,,6.0,Some Cloud, None,,,,,,False,False,N,pilot's left side window, None,,UNKB,Unknown bird,assume 1 struck.,False,False,Unknown, , 1,,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,7.0,September,Unknown flying animal,Flying animal
1061013,2020-09-26,9,2020,22:49,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,DAL,DELTA AIR LINES, N993AT, 1811,B-717-200,148,45.0,9.0,6.0,A  ,4.0,D,2.0,Approach,2000.0,,7.0,Some Cloud, None,,,,,,False,False,N,, None,,Z6004,Swainson's thrush,"MULTIPLE SPECIES.   The inbound flight crew reported that the aircraft encountered birds during approach to land on runway 36R, 7 miles from KCLT.  The aircraft continued approach and landing without incident.  Evidence of two strikes were found on the aircraft during post-flight inspection: one on the nose, and one on the windshield.  CLT Airside Ops personnel collected a tissue sample from each of the identified strikes and both samples were sent to the Smithsonian for analysis.  No damage was found on the aircraft. Unidentified, tissue samples (2) sent to the Smithsonian for species ID. SI ID= Bag 1, Right nose = Brazilian free-tailed bat Bag 2. Left eyebrow = Swainson's Thrush.",True,True,Yes, , 2-10,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,22.0,September,Swainson's thrush,Flying animal
1039104,2020-09-25,9,2020,08:30,,KAVL,ASHEVILLE REGIONAL ARPT, ,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,UNKBS,Unknown bird - small,"Unreported, found dead on runway.  Unrecognizable remains",True,False,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,8.0,September,Unknown flying animal,Flying animal
1061016,2020-09-24,9,2020,14:55,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,AAL,AMERICAN AIRLINES, N876NN, 2911,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,400.0,,,Overcast, None,,,,,,False,False,N,, None,,T1002,Chimney swift,The inbound flight crew reported to CLT ATC that the aircraft struck a bird at 400ft AGL during short-final approach to land on runway 36R at KCLT.  The aircraft continued landing without incident.  Evidence of the strike was found on the nose during post-flight inspection.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for species ID.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. ,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,14.0,September,Chimney swift,Land animal
1039545,2020-09-22,9,2020,20:35,Night,KEDE,NORTHEASTERN REGIONAL, 19,,,USCG,US COAST GUARD, C2003, CG2003,HC-130,,,,,A  ,,,,Approach,2500.0,170.0,10.0,No Cloud, None,4.0,,230.0,,230.0,False,False,N,, None,,UNKBL,Unknown bird - large,Bird strike occurred 10NM North of KEDE. NOTE: WAITING FOR SI ID AS OF 10.19.20.,True,False,Unknown, 1, 1,Large,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,20.0,September,Unknown flying animal,Flying animal
1039540,2020-09-20,9,2020,15:47,Day,KILM,WILMINGTON INTL, 6,,,JIA,PSA AIRLINES, N571NN, 5404,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,,,,No Cloud, None,,,,,,False,False,N,, None,,K5114,American kestrel,,True,True,Unknown, 1, 1,Small,,,*** Strike Report: XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXXX  [ Comment: update wildlife information] )  Merged From XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXXX  [ Comment: ] ) on Oct XX XXXX XX:XXAM By mahalah.e.schank@usda.gov ***   ,FAA Form 5200-7-E,Airport Operations,Multi-engine,15.0,September,American kestrel,Flying animal
1040315,2020-09-20,9,2020,12:45,Day,1A5  ,MACON COUNTY AIRPORT, ,,,BUS,BUSINESS, N853UP, ,BE-300 KING,123,30.0,31.0,4.0,A  ,1.0,C,2.0,Climb,10000.0,160.0,,No Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,"NOTE: OWNER/OPERATOR= BANK OF UTAH TRUSTEE/ GAMMA CHARTERS. Could not determine - only 2 very small feathers noted. no damage. Franklin, North Carolina. NOTE: OWNER/ OPERATOR= BANK OF UTAH TRUSTEE/ GAMMA CHARTERS",False,False,Unknown, 1, 1,Small,,,*** Strike Report: XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXXX  [ Comment: ] )  Merged From XXXX-XX-XX-XXXXXX-RX( Report ID: XXXXXXX  [ Comment: ] ) on Oct XX XXXX  X:XXAM By phyllis.r.miller@usda.gov ***   ,FAA Form 5200-7-E,Pilot,Multi-engine,12.0,September,Unknown flying animal,Flying animal
1040113,2020-09-20,9,2020,08:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, TWY C,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,O2205,Mourning dove,"CLT ATC relayed a report of FOD to CLT Airside Operations on taxiway C between C10 and C11.  Airside Ops personnel responded and found/retrieved the carcass of one small bird.  No aircraft reported striking wildlife to CLT Airside Ops, therefore it is unknown what aircraft struck the bird.  A feather sample was collected from the remains found that was sent to the Smithsonian for analysis. DAWN. ",True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,8.0,September,Mourning dove,Land animal
1060998,2020-09-18,9,2020,18:22,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,,,AAL,AMERICAN AIRLINES, N194UW, 874,A-321,04A,7.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,,Some Cloud, None,,,,,,False,False,N,, None,,YI005,Barn swallow,Flight crew reported that the aircraft struck a bird during approach to land on runway 36L at KCLT.  The aircraft continued landing without incident.  Evidence of the strike was found on the aircraft's nose during post-flight inspection and CLT Airside Ops personnel collected a tissue sample that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. ,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,18.0,September,Barn swallow,Flying animal
1038468,2020-09-17,9,2020,23:05,Night,KOAJ,ALBERT J ELLIS, 5,,,EDV,ENDEAVOR AIR, N904XJ, 4726,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,100.0,130.0,,Overcast, Rain,,,,,,False,False,N,,,,N5111,Killdeer,Leading edge of right wing approximately 2ft from fuselage,True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,23.0,September,Killdeer,Flying animal
1080076,2020-09-16,9,2020,16:32,Day,KAVL,ASHEVILLE REGIONAL ARPT, 17,,,ASH,MESA AIRLINES, N915FJ, 5925,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Climb,,,0.5,Some Cloud, None,,,,,,False,False,,PART NOT REPORTED, None,,K3201,Bald eagle,Reported that they hit an eagle about 3000 feet after departure. Was unable to get any additional information or locate bird. NOTE: Assume bald eagle; species not confirmed independently.,False,False,Unknown, , 1,Large,,,CHANGED EAGLE TO BALD EAGLE PER RD,FAA Form 5200-7-E,Airport Operations,Multi-engine,16.0,September,Bald eagle,Land animal
1038094,2020-09-14,9,2020,16:45,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,,,AAL,AMERICAN AIRLINES, N700UW, 591,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Approach,4000.0,160.0,22.0,Some Cloud, None,,,,,,False,False,N,, None,,UNKBS,Unknown bird - small,Aircraft was inspected and continued on its next flight with no delay taken. Bird was small and dark in color.  I saw it momentarily a fraction of a second before I heard the impact on the lower fuselage.,False,False,No, 1, 1,Small,,,,FAA Form 5200-7-E,Pilot,Multi-engine,16.0,September,Unknown flying animal,Flying animal
1038990,2020-09-13,9,2020,18:30,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,AAL,AMERICAN AIRLINES, N862NN, 1666,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,1000.0,140.0,3.0,Overcast, None,,,,,,False,False,N,, None,,T1002,Chimney swift,"Discovered birdstrike on thru-flight external inspection.  Small (2-3 inches) circular “splat” on trailing edge flap.  From shape/location, best guess is the strike happened on final approach at CLT, when aircraft was in Flaps 25 or Flaps 30 configuration.  Did not see or feel any birds on final, or see/hear any impact. Maintenance conducted a birdstrike inspection; the aircraft remained in service with a 10 minute departure delay.;  CLT AIRSIDE OPS REMARKS - sample of the remains was collected from the right wing flap and sent to the Smithsonian for species ID.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. Final Approach. Trailing edge flap. ",True,True,Yes, , 1,Small,,,SI ID,FAA Form 5200-7-E,Pilot,Multi-engine,18.0,September,Chimney swift,Land animal
1038962,2020-09-13,9,2020,16:47,Dawn,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,AAL,AMERICAN AIRLINES, N652AW, 498,A-320,04A,3.0,23.0,1.0,A  ,4.0,D,2.0,Approach,3000.0,,10.0,Some Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,The inbound flight crew reported striking a bird on final approach to land on runway 36C approximately 10 miles from KCLT (approximate altitude of strike around 3000ft AGL based on flight radar data).  Aircraft continued landing without incident.  Evidence of the strike was found on the nose during post-flight inspection and CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. ,True,True,Yes, , 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,16.0,September,Chimney swift,Land animal
1037473,2020-09-12,9,2020,07:13,Dawn,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,JIA,PSA AIRLINES, N594NN, 5105,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,200.0,,,Overcast, None,,,,,,False,False,N,, None,,UNKB,Unknown bird,Flight Crew reported that the aircraft struck a bird at 200ft AGL during short final approach to land on runway 36R.  The aircraft continued landing without incident.  Evidence of the strike was found on the windshield during post-flight inspection.  CLT Airside Ops personnel responded to the aircraft's gate to collect a sample for species ID but remains had already been cleaned off of the aircraft and discarded.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.,False,False,Yes, , 1,,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,7.0,September,Unknown flying animal,Flying animal
1036921,2020-09-10,9,2020,     ,,KEWN,COASTAL CAROLINA REGIONAL ARPT, 4/22,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,O2205,Mourning dove,CLT. DAY.,True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,,September,Mourning dove,Land animal
1037461,2020-09-09,9,2020,     ,,KECG,ELIZABETH CITY CGAS/REGIONAL ARPT, 10,,,USCG,US COAST GUARD, C2007, CG2007,HC-130,,,,,A  ,,,,Approach,800.0,120.0,,Some Cloud, None,4.0,,230.0,,230.0,False,False,N,, None,,UNKBS,Unknown bird - small,"No damage, no remains collected",False,False,No, 1, 1,Small,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,,September,Unknown flying animal,Flying animal
1037561,2020-09-08,9,2020,08:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,,,,N5111,Killdeer,"One small bird carcass was found and retrieved by CLT Airside Ops personnel during daily airfield inspection on runway 36C at the Twy S intersection.  There were no wildlife strikes reported to CLT Airside Ops, therefore it is unknown what aircraft struck the bird.  A feather sample was collected from the remains found that was sent to the Smithsonian for analysis. DAY. ",True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,8.0,September,Killdeer,Flying animal
1080300,2020-09-08,9,2020,     ,,KGSO,PIEDMONT TRIAD INTL, ,,,JIA,PSA AIRLINES, N725PS, 5670,CRJ700,188,16.0,22.0,4.0,A  ,4.0,D,2.0,Approach,3000.0,,12.0,,,,,,,,False,False,,PART NOT REPORTED,,,UNKB,Unknown bird,"Struck a bird at 3,000 feet 12 miles southwest of GSO and landed without incident. Damage: not reported. SOURCE= DAILY ALERT BULLETIN.",False,False,Unknown, , 1,,,,,Daily Report,Tower,Multi-engine,,September,Unknown flying animal,Flying animal
1080278,2020-09-06,9,2020,     ,,KRDU,RALEIGH-DURHAM INTL, 5L,,,DAL,DELTA AIR LINES, N928DU, 737,B-737-900,148,48.0,10.0,1.0,A  ,4.0,D,2.0,Approach,,,0.5,,,,,,,,False,False,,PART NOT REPORTED,,,UNKB,Unknown bird,Reported a bird strike on a half mile final to runway 5L. Landed without incident and taxied to the ramp. Damage: not reported. NOTE: NUMBER STRUCK NOT REPORTED ASSUME 1. SOURCE= DAILY ALERT BULLETIN.,False,False,Unknown, , 1,,,,,Daily Report,Tower,Multi-engine,,September,Unknown flying animal,Flying animal
1038896,2020-09-06,9,2020,08:58,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,JIA,PSA AIRLINES, N603NN, 5689,CRJ900,188,17.0,22.0,4.0,A  ,4.0,D,2.0,Approach,3000.0,,,No Cloud, None,,,,,,False,False,N,, None,,ZS012,American redstart,Flight crew reported that the aircraft struck one bird at 3000ft AGL on left base to land on runway 36R at KCLT.  The aircraft continued landing without incident.  Evidence of the strike was found on the windshield of the aircraft during post-flight inspection.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. ,True,True,Yes, , 1,Small,,,SI ID,FAA Form 5200-7-E,Airport Operations,Multi-engine,8.0,September,American redstart,Land animal
1038894,2020-09-06,9,2020,14:35,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,AAL,AMERICAN AIRLINES, N831NN, 2504,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Approach,2700.0,170.0,8.0,No Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,"Bird impacted Captains forward window, no damage;  CLT AIRSIDE OPERATIONS REMARKS - aircraft landed without incident on runway 36R after striking a bird during approach to land.  Evidence of the strike was found on the windshield of the aircraft during post-flight inspection and CLT Airside Ops personnel collected a tissue sample that was sent to the Smithsonian for species ID.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. Approach to 36R. ",True,True,No, 1, 1,Small,,,SI ID,FAA Form 5200-7-E,Pilot,Multi-engine,14.0,September,Chimney swift,Land animal
1037559,2020-09-05,9,2020,06:00,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,UNK,UNKNOWN, , ,UNKNOWN,,,,,,,,,,,,0.0,,,,,,,,False,False,,Unknown.,,,O2205,Mourning dove,"One small bird carcass was found and retrieved by CLT Airside Ops personnel on runway 36R just south of the taxiway D4 intersection during daily airfield inspection.  No aircraft reported striking wildlife, therefore it is unknown what aircraft struck the bird.  A feather sample was collected from the remains found and sent to the Smithsonian for analysis. DAWN. ",True,True,Unknown, , 1,Small,,,,FAA Form 5200-7-E,Carcass Found,Multi-engine,6.0,September,Mourning dove,Land animal
1038888,2020-09-05,9,2020,07:39,Dawn,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,,,AAL,AMERICAN AIRLINES, N724UW, 683,A-319,04A,6.0,10.0,1.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,Some Cloud, None,,,,,,False,False,N,, None,,ZL005,Red-eyed vireo,Aircraft reportedly struck a bird during landing roll on runway 36R at KCLT and continued landing without incident.  Evidence of the strike was found on the nose landing gear during post-flight inspection.  CLT Airside Ops personnel collected a tissue sample from the remains found that was sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. Nose landing gear. ,True,True,Yes, , 1,Small,,,SI ID,FAA Form 5200-7-E,Airport Operations,Multi-engine,7.0,September,Red-eyed vireo,Flying animal
1036456,2020-09-05,9,2020,11:59,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,AAL,AMERICAN AIRLINES, N181UW, 2349,A-321,04A,7.0,,,A  ,4.0,D,2.0,Approach,,,,Some Cloud, None,,,,,,False,False,N,, None,,UNKB,Unknown bird,"Aircraft reportedly struck a bird on the windshield during arrival on runway 36C at KCLT and continued landing without incident.  Evidence of the strike was found on the windshield of the aircraft.  CLT Airside Ops personnel responded to collect sample for species ID, but remains had already been cleaned off of the aircraft and discarded by airline maintenance personnel.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft.",False,False,Yes, , 1,,,,,FAA Form 5200-7-E,Airport Operations,Multi-engine,11.0,September,Unknown flying animal,Flying animal
1038889,2020-09-05,9,2020,15:15,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36C,,,AAL,AMERICAN AIRLINES, N804NN, 1695,B-737-800,148,43.0,10.0,1.0,A  ,4.0,D,2.0,Landing Roll,0.0,,0.0,No Cloud, None,,,,,,False,False,N,, None,,T1002,Chimney swift,"Aircraft reportedly struck a bird during landing roll on runway 36C at KCLT and continued landing without incident.  Post-flight inspection found evidence of two strikes on the aircraft: one on the windshield and one on the right side of the fuselage.  CLT Airside Ops personnel collected a tissue sample from each of the identified strikes and both samples collected were sent to the Smithsonian for analysis.  Inspection of the arrival runway was also completed but no other remains/evidence was found.  No damage was found on the aircraft. 2 strikes: one on the windshield, one on the right side of the fuselage. Smithsonian Wildlife Identification Comments: Both samples = Chimney Swift",True,True,Yes, , 2-10,Small,,,SI ID,FAA Form 5200-7-E,Airport Operations,Multi-engine,15.0,September,Chimney swift,Land animal
1080223,2020-09-04,9,2020,     ,,KRDU,RALEIGH-DURHAM INTL, 23R,,,NKS,SPIRIT AIRLINES, N907NK, 495,A-320,04A,3.0,23.0,1.0,A  ,4.0,D,2.0,Approach,,,,,,,,,,,False,False,,PART NOT REPORTED,,,UNKB,Unknown bird,Reported a bird strike on approach to runway 23R and landed without incident. Damage: not reported. NOTE: NUMBER STRUCK NOT REPORTED ASSUME 1. SOURCE= DAILY ALERT BULLETIN,False,False,Unknown, , 1,,,,,Daily Report,Tower,Multi-engine,,September,Unknown flying animal,Flying animal
